662503,35581,"I'm the Girl from Wolverton Mountain","Jo Ann Campbell",lzucAhsOOv0
662523,35581,"Wolverton Mountain","Maureen Moore",q-THZ0no_lM
852310,35581,"I'm fhe Girl from Wolverton Mountain","Dorothy Baker",-lE3hPdkzMA
819340,35581,"Djupt inne i skogen","Cacka Israelsson - Sven-Olof Walldoffs orkester",dJQlUUWLX5w
959427,35581,"Djupt inne i skogen","Cool Candys",RC5iwxSfY5E
1004378,35581,"Dva na mostě",Plavci,VnnD6vxe2PI
1170346,35581,"Die blauen Berge","Martin Lauer",RPxvnNRNhvI
1232168,35581,"Tijuana Border (Wolverton Mountain)","El Clod",FxXehNq26cE
1632229,35581,"En vanlig dag","Sten & Stanley - Sten Nilsson",vA1UxHb5zoY
282219,128361,"All Through the Night","Carolyn Southworth and Jennifer Thomas",1J49XshyrLA
282220,128361,"All Through the Night","Emile Pandolfi",nbi74uLe_iA
282221,128361,"All Through the Night","Adagio Trio",hVAgH6ND1XA
341430,128361,"All Through the Night","Michael Allen Harrison",FrX-D6gS51o
364371,128361,"All Through the Night","Doug Young",gbkjKwfPdrA
391080,128361,"Hush Little Baby/All Through the Night","Lorinda Jones",H568-nqb2LE
391812,128361,"All Through the Night","Leo Kottke",sAlOVlAzug4
554989,128361,"All Through the Night","Kathleen Ryan",4p5aQY8ZjYM
579607,128361,"Ar Hyd y Nos (All Through the Night)","Diane Schneider",17TNkZzSeYA
579749,128361,"All Through the Night","David Phillips",qBw5AP8068I
999277,128361,"All Through the Night","Morton Gould and His Orchestra",nQZigTNqmPQ
1005867,128361,"All Through the Night","Jan Thompson-Hillier",-biMy1-zPsA
1058670,128361,"All Through the Night","Adam Miller",8UHazdf-kbo
1073264,128361,"All Through the Night","Jim Gibson",obhFhwa8cXU
1101317,128361,"All Through the Night","Lorie Line",aS9B0dNQKPs
1272751,128361,"All Through the Night","Roger Evernden",ppGSNoDoNMg
1273604,128361,"All Through the Night","David Qualey",BrvTv0-7gKU
1278761,128361,"All Through the Night","Don Anderson",8w0CbaPC6hI
1279416,128361,"All Through the Night","Ken Elkinson",SbEJdmRwUd8
1285312,128361,"All Through the Night","Ed Gerhard",57jfU-2k5Ws
1403221,128361,"All Through the Night","Limelight Glow",4ShY1EBMGo4
1739336,128361,"All Through the Night","Jim Brickman",1FjSIui39ls
240703,128361,"Ar Hyd y Nos (All Through the Night)","The King's Singers",zV0dO0GQhxo
241036,128361,"Ar Hyd y Nos","Elin Fflur a'r Moniars",gxykK5MPALU
241039,128361,"Ar Hyd y Nos",Meinir,TiB3zmvFPkw
241496,128361,"Ar Hyd y Nos","Bryn Terfel",yWU07oVhF_4
241533,128361,"Ar Hyd y Nôs","Ryan Davies",9sGZTEEmZ-g
255671,128361,"Ar Hyd y Nos","Siobhán Owen",tdo5AynnByU
245806,128361,"All Through the Night","Paul Robeson",3XQOfnsEaek
247764,128361,"All Through the Night","Olivia Newton-John featuring Michael McDonald",NOG9eAmh3h8
248749,128361,"All Through the Night","Henry Burr",dCK8b6kfnoQ
261497,128361,"All Through the Night","Tina Malia",g64rWSPOyOU
282195,128361,"All Through the Night","Shawn Colvin",8ZEJ8CmzFB4
304528,128361,"All Through the Night","Sherry Goffin Kondor",Lm4_luIKvdo
555645,128361,"All Through the Night","Misty River",KzpUyGpV7r8
562709,128361,"All Through the Night","The Morning Star Singers",LeNflZpJdbI
854069,128361,"All Through the Night","Beverley Mahood",xfUCukJFXeg
917267,128361,"All Through the Night","The Irish Rovers",2A57weyRyDc
963007,128361,"All Through the Night","The Gothard Sisters",E3Mz_yTg_0Y
978696,128361,"All Through the Night","Tom Roush",FhMSKCp3URw
1009344,128361,"All Through the Night","Jo Stafford - Gordon Mac Rae",9xtswNAgWRo
1054262,128361,"All Through the Night","The Norman Luboff Choir",rhyYmpbwskc
1289634,128361,"All Through the Night","Tommy Dorsey and His Orchestra - Vocal Refrain by Three Esquires and Edythe Wright",zyeRL_bhUs8
1405351,128361,"All Through the Night","Kevin Roth",TrBkLSMyBWg
1414568,128361,"All Through the Night","Harriet Fraser",NWbQZo5w-04
282214,128361,"All Through the Night","Bethany McCade",gl3-aPIL96w
1001999,128361,"All Through the Night","Danny Moore [US]",cRkqVz-s7zg
1158881,128361,"Tief in der Nacht","Ireen Sheer",PKUpMooPTok
9131,9131,"When Sunny Gets Blue","Johnny Mathis with Ray Conniff and His Orchestra",PFK6Xb4bB54
27498,9131,"When Sunny Gets Blue","Jeanne Lee, Ran Blake",n-3Nk7Ar5CU
35864,9131,"When Sunny Gets Blue","Chris Connor",7Xcs_L0myxo
37946,9131,"When Sunny Gets Blue","Jack Webb arranged and conducted by Billy May",5kncsjxW2TI
41173,9131,"When Sunny Gets Blue","Barbra Streisand",dBUrbPBYuLI
43140,9131,"When Sunny Gets Blue","Will Downing",HH7f6eASjb0
43499,9131,"When Sunny Gets Blue","Steve Miller",VSm83lxIXWo
46338,9131,"When Sunny Gets Blue","Nancy Wilson [US1]",RSJrjuR2OP8
47987,9131,"When Sunny Gets Blue","Jimmy Ponder",flNO7E2NAl0
118471,9131,"When Sunny Gets Blue","Blossom Dearie",oSRZJZZaslU
129190,9131,"When Sunny Gets Blue","Stan Kenton and His Orchestra",GtHpRzqR-Uw
132359,9131,"When Sunny Gets Blue","Eddie ""Lockjaw"" Davis with Paul Gonsalves",Kd8z9yoMGDI
134760,9131,"When Sunny Gets Blue","Derek Smith Trio",RzSy76F5NCE
140429,9131,"When Sunny Gets Blue","George Barnes Quartet",5ZkseOxG3pU
142004,9131,"When Sunny Gets Blue","McCoy Tyner",frYLvC0mM50
146629,9131,"When Sunny Gets Blue","June Christy - Orchestra conducted by Pete Rugolo",a8Zz94ZfPtQ
151987,9131,"When Sunny Gets Blue",Clémentine,CORDP73AFJs
154168,9131,"When Sunny Gets Blue","Carlo Atti / Hal Galper Trio",jGGD3Rv5zWY
155355,9131,"When Sunny Gets Blue","Kenny Rankin",nrt8Y-F3U14
174119,9131,"When Sunny Gets Blue","Ryo Kawasaki",9euKsleglJ0
174783,9131,"When Sunny Gets Blue","Dakota Staton - Orchestra conducted by Sid Feller",eqkKbH3CMmg
176897,9131,"When Sunny Gets Blue","Jack Wilkins",PNvTy6SOaqE
196554,9131,"When Sunny Gets Blue","Mavis Rivers and Shorty Rogers",ADOq3Nl5w4Q
198298,9131,"When Sunny Gets Blue","Anita O'Day - Orchestra conducted by Russel Garcia",R8i45S0cVm8
198433,9131,"When Sunny Gets Blue","Joanie Sommers with The Bobby Troup Sextet",ReE3itOLzu0
202389,9131,"When Sunny Gets Blue","Janine Alondres",osn5HWxtmFs
210263,9131,"When Sunny Gets Blue","Saint Louis Brass",nbXbiNzPukw
210520,9131,"When Sunny Gets Blue","Matthew Cook",E4bVZZk9X1g
231066,9131,"When Sunny Gets Blue","Danny Wright",8FNrxYEplLM
236534,9131,"When Sunny Gets Blue","Sarah Vaughan (Barney Kessel & Joe Comfort)",sV6RiCczkZ4
239631,9131,"When Sunny Gets Blue","Ann Farholt",9RwW7Ey_ZGw
254012,9131,"When Sunny Gets Blue","Kurt Rosenwinkel - Michael Kanan, Joe Martin & Tim Pleasant",UGm942t4VTs
259383,9131,"When Sunny Gets Blue","Matt Monro",vUn4lk0aCGI
279355,9131,"When Sunny Gets Blue","Chris Foster",18Tih8X2b88
284437,9131,"When Sunny Gets Blue","Monica Borrfors",9s-GxGmBYaA
284544,9131,"When Sunny Gets Blue","Mel Tormé - George Shearing",7ZeJ21CLAgM
288296,9131,"When Sunny Gets Blue","Deanne Matley",rKGtMuA_Oww
302043,9131,"When Sunny Gets Blue","Tony Campise",PsBy84oHSoA
307960,9131,"When Sunny Gets Blue","Jan & Dean",LokJhIVPtNw
316313,9131,"When Sunny Gets Blue","Duke Pearson",15jO_dhF8-k
329650,9131,"When Sunny Gets Blue","Nat ""King"" Cole",93yB8IRCXuU
331713,9131,"When Sunny Gets Blue","Don Elliott and His Orchestra with Irma Curry",XBpfwDplySs
339334,9131,"When Sunny Gets Blue","Nancy Wright with The Tony Monaco Trio",lyje-oR4B0s
342140,9131,"When Sunny Gets Blue","Julie Anne",0njiB7nzaDA
354956,9131,"Sunny Gets Blue Mambo","Joe Bataan",yCpnU20KSzE
375320,9131,"When Sunny Gets Blue","Anne Phillips with Kermit Leslie's Orchestra",IyCyjLLJu_A
406799,9131,"When Sunny Gets Blue","Stefania Rava",rPnv4tjB_w0
418436,9131,"When Sunny Gets Blue","Joe Harnell and His Orchestra",fUJ0nKC7K4I
422454,9131,"When Sunny Gets Blue","Carmen McRae",yuNsYJPGD1M
431167,9131,"When Sunny Gets Blue","Ann Martindale, Richard Busch",hNQGm3IdJzA
435275,9131,"When Sunny Gets Blue","Marilena Paradisi, Pietro Leveratto",UrOfOzjhOKU
441089,9131,"When Sunny Gets Blue","Joe Reisman and His Orchestra",lCN15uPv7uM
460472,9131,"When Sunny Gets Blue","Marian Montgomery",2JlirTtWnIs
468949,9131,"When Sunny Gets Blue","Marilyn Maye",guq-IPuDBis
470617,9131,"When Sunny Gets Blue","The Stanford Mendicants",kosdOeWEZN8
473304,9131,"When Sunny Gets Blue","Jan Lundgren, Jesper Lundgaard, Alex Riel",MFRGzKQdgF8
476381,9131,"When Sunny Gets Blue","Charlie Rouse",vfQbJaObd8Y
486131,9131,"When Sunny Gets Blue","Jaki Byard",JaBS0TlNO9k
494686,9131,"When Sunny Gets Blue","Rose Bonanza",KnY8-yMuO2k
538808,9131,"When Sunny Gets Blue","Sergio Fanni / Renato Sellani / Massimo Moriconi",SG35ZKdTrJE
544904,9131,"When Sunny Gets Blue","Kenny Dorham",gBAkm9I7YG0
547871,9131,"When Sunny Gets Blue","Klaus Ignatzek Trio",ZryB9NaW_kE
550258,9131,"When Sunny Gets Blue","Sonny Criss",SFBaPNj9EM4
550449,9131,"When Sunny Gets Blue","Rheta Hughes with Tennyson Stephens",PutN3xmd7eg
563181,9131,"When Sunny Gets Blue","Doug Raney Quartet",MpWDzBwzKsI
563232,9131,"When Sonny Gets Blue","Michael Rabinowitz",8L11ipeNtT4
578066,9131,"When Sunny Gets Blue","Barbara Morrison featuring Houston Person",apYDkhqqM9Y
587233,9131,"When Sunny Gets Blue","Fay Claassen & Trio Peter Beets",KdG18AovIMs
601965,9131,"When Sunny Gets Blue","Callie Cardamon",Hmv6lyZg4t0
604344,9131,"When Sunny Gets Blue","Robert Farnon and His Orchestra",7hpa0UFX6AM
630940,9131,"When Sunny Gets Blue","Sellani, De Aloe, Moriconi, Bagnoli",S4hMXPWFyFo
631411,9131,"When Sunny Gets Blue","John Vance",uYZmCOs4IgM
638935,9131,"When Sunny Gets Blue","John Pisano",WzJq0u-6OJQ
653515,9131,"When Sunny Gets Blue","Tim Richards Trio",l6fsOoj2EbQ
655709,9131,"When Sunny Gets Blue","Sarah Ellen Hughes",-xg8q4P32cU
664309,9131,"When Sunny Gets Blue","Maureen Tomson",AeQL7LX6MLc
670691,9131,"When Sunny Gets Blue","Rita Reys",ZZRTqOs1ytc
682490,9131,"When Sunny Gets Blue","Mika Pohjola & Jill Walsh",GYl-_hyc_JE
683391,9131,"When Sunny Gets Blue","Lady Kim",1VIa2eNYt5U
698966,9131,"When Sunny Gets Blue","Arrigo Cappelletti Trio",WDcSH6ieHlg
710332,9131,"When Sunny Gets Blue","Eddie Higgins Quartet",npp6JVavr_M
713452,9131,"When Sunny Gets Blue","Dave Askren Trio",pZocouH-woo
718288,9131,"When Sunny Gets Blue","Herb Alpert",ZeuUaIOZzJk
729322,9131,"When Sunny Gets Blue","Toni Solá  & Ignasi Terraza Trio",of9CFP6ttZU
732918,9131,"When Sunny Gets Blue","Claes Janson",Zy15XKuRxhQ
748988,9131,"When Sunny Gets Blue","Mick Pyne Trio",IUkhqzeP3wM
749903,9131,"When Sunny Gets Blue","Bill Coté",jcXnX_SSBbY
753510,9131,"When Sonny Gets Blue","Donald Byrd",rM4bNBuQwRI
756048,9131,"When Sunny Gets Blue","André Previn",A3PqGg6ENHs
761493,9131,"When Sunny Gets Blue","Norma Mendoza with The Jimmy Wisner Trio",l3rx82WkhAI
768609,9131,"When Sonny Gets Blue","Russ Peterson",tgP8CDuPQrY
775573,9131,"When Sunny Gets Blue","Skitch Henderson & Bucky Pizzarelli",bmPjaNv2pX8
789564,9131,"When Sunny Gets Blue","The George Shearing Trio",R6G2CZ-r8wQ
798381,9131,"When Sunny Gets Blue","Amedeo Ariano - Luca Bulgarelli - Francesca Tandoi",a4V1YHE-FOM
855775,9131,"When Sunny Gets Blue","Chuck Sagle and His Orchestra",Bemk7Beb-Zo
856315,9131,"When Sunny Gets Blue","Virginia Constantine",za6kBWiybSg
877205,9131,"When Sunny Gets Blue","Dave Valentin",_G6UD9bon84
879557,9131,"When Sunny Gets Blue","Bob Dorough - Bill Takas",JdGzjEG8OjI
905205,9131,"When Sunny Gets Blue","Eric Divito",P4b4Y93-GdE
909701,9131,"When Sunny Gets Blue","Jayne Manning",W4lrUMegdNE
1000227,9131,"When Sunny Gets Blue","Hot Club De Norvege, Bjørn Vidar Solli",AwjMig4yjGA
1009763,9131,"When Sunny Gets Blue","Michele Rosewoman",DD3Oet_ioDo
1011909,9131,"When Sunny Gets Blue","Jimmy Heath",41eDU9CBK8Y
1046862,9131,"When Sunny Gets Blue","Anny Weiler",yaGcegcGcIE
1057974,9131,"When Sunny Gets Blue","Colleen Raye",YrTPgR4NzfA
1074713,9131,"When Sunny Gets Blue","Maria Postell  with Dave McKenna & Don Thompson",8sFDkzVOsVE
1088334,9131,"When Sunny Gets Blue","Jan Leder",odeoqgPFw4w
1095603,9131,"When Sunny Gets Blue","Fulvio Albano Quartet",OKlnY2x4NFs
1153727,9131,"When Sunny Gets Blue","Peter Nylander",Ah-GoLxTitk
1189349,9131,"When Sunny Gets Blue","Takehiro Honda Trio",sYKEkgV1NXI
1189523,9131,"When Sunny Gets Blue","Libby McDowell",IS_PNbd2Fig
1198029,9131,"When Sunny Gets Blue","Carlo Atti Quartet",1YKQJn8lBv4
1206525,9131,"When Sunny Gets Blue","Henning Bendixen",d3j-c7j-LT4
1215339,9131,"When Sunny Gets Blue","Gwen Perry",vTXWfVLgSCM
1259574,9131,"When Sunny Gets Blue","Milt Buckner",1RGwwmEPcrw
1266001,9131,"When Sunny Gets Blue","Big Apple Trio",7hNmxU9BiDg
1352385,9131,"When Sunny Gets Blue","Big Miller & Tommy Banks",bo28GVJmmK8
1361730,9131,"When Sunny Gets Blue","Balthazars Karaffel",3l0IH7vQm9Y
1370718,9131,"When Sunny Gets Blue","Norah Jones",572dYwVvx94
1394881,9131,"When Sunny Gets Blue","Chris Ruggiero",Ira-0ROvhBk
1408634,9131,"When Sunny Gets Blue","Tico de Moraes",Di6Ek_VpkWs
1420872,9131,"When Sunny Gets Blue","Chris Cheek, Gustav Lundgren,  Tom Warburton, Jorge Rossy",F354ScDbeVo
1464541,9131,"When Sunny Gets Blue","Joe Williams [US1]",ld-3URr8cPw
1489102,9131,"When Sunny Gets Blue","Barbara Jay",idWZhieY0SE
1529351,9131,"Sunny Gets Blue","Bryony James accompanied by The Laurie Holloway Quartet",RmCEo00z82A
1533263,9131,"When Sunny Gets Blue","Norm Drubner",j5pWZs9xa40
1548756,9131,"When Sunny Gets Blue","Gemma Sherry",257jnB8NJN8
1556312,9131,"When Sunny Gets Blue","Sue Anne Gershenzon",JAoieMmGy0E
1569090,9131,"When Sunny Gets Blue","Cyndy Duerfeldt",c50oiK74cnQ
1583801,9131,"When Sunny Gets Blue","Django's Cadillac",d7rR-g30Sfc
1615594,9131,"When Sunny Gets Blue","Cory Jamison",YmXVHgvpOBs
1624565,9131,"When Sunny Gets Blue","The Dartmouth Aires",FlymFmCbTeQ
1653496,9131,"When Sunny Gets Blue","Charles Davis Allstars",gobvqyIaxc8
1656584,9131,"When Sunny Gets Blue","Vance Gilbert",NPWct38S2FM
1669170,9131,"When Sunny Gets Blue","Ed Vezinho / Jim Ward Big Band",XklfyErnWgc
1723219,9131,"When Sunny Gets Blue","Morris Northcutt",LLuYv835i74
1734587,9131,"When Sunny Gets Blue","Sean Harkness",yGb17nVFVEI
1752991,9131,"When Sunny Gets Blue",허원무,NaNiH2HAG5A
82318,82318,"Se telefonando","Mina [IT]",PXX4PdW7dLM
82319,82318,"Se telefonando","Delta V",s7498yydPo4
117531,82318,"Se telefonando","Orietta Berti",IQ2n1kwT978
123961,82318,"Se telefonando","Rita Pavone",Mxo7SZEUEts
124148,82318,"Se telefonando","Claudio Baglioni",-LOuiuOF-AU
145970,82318,"Se telefonando","Elvya Garofano",ucXof6hLRQw
206403,82318,"Se telefonando","Greta's Bakery",QZbuYlTR8qE
335197,82318,"Se telefonando","Greta Panettieri featuring Fabrizio Bosso",5gNplDepkQc
366994,82318,"Se telefonando",Nek,hoCwQdLq93w
503601,82318,"Se telefonando","Cluster feat. The Swingles",AGxB21tp6Xo
1060375,82318,"Se telefonando","Licia Fox",BGK2PAXx2s4
1279826,82318,"Se telefonando","Il Volo",jpFKivon3Uo
1374933,82318,"Se telefonando","Papik feat. Alessandro Pitoni",zVXiT9-Lk0U
1523443,82318,"Se telefonando","Alter Ego [IT]",1e9iI_5JbK0
1558335,82318,"Se telefonando",Nevruz,YuEqYa5_S_c
1563034,82318,"Se telefonando","Grégoire Maret, Romain Collin feat. Cassandra Wilson & Gregory Porter",oudV2kNHMGU
1677119,82318,"Se telefonando","Now Music",2bkNJ8ZK48s
151723,82318,"Je changerais d'avis","The Divine Comedy",SrZeAjX3i4o
151724,82318,"Je changerais d'avis","Françoise Hardy accompagneé par Charles Blackwell et son orchestre",3tyRTXIECpg
151725,82318,"Je changerais d'avis","Vanessa and The O's",CaRLWv85H7k
37802,59449,Fernando,ABBA,dQsjAbZDx-4
74720,59449,Fernando,"Nashville Train",kqUWus7i8ME
180424,59449,Fernando,"Tracy [Huang]",EXQ-IbvxGKw
190846,59449,Fernando,"Wreckless Eric & Amy Rigby",ihUAMKuqY8I
222509,59449,Fernando,Wing,Cn_efaqrWEE
433947,59449,Fernando,"Rajaton with Lahti Symphony Orchestra",VtfObElkvYQ
470651,59449,Fernando,Sha-Na,vxIEuDWYArk
608729,59449,Fernando,"Anita Jensen",U6K1f85D4_M
610243,59449,Fernando,"Abbacadabra [GB]",A7U9aH4T81E
716506,59449,Fernando,"Cher & Andy Garcia",tQd5wfy-gCc
718052,59449,Fernando,"The Monks of Moramanga",xIqsHUXcO2s
745283,59449,Fernando,Cher,QRoO7MBpv-4
822302,59449,Fernando,"Wes Carr",3gqxITtHhuo
1087301,59449,Fernando,"Mazz Murray",qxFst9EWLiE
1262056,59449,Fernando,Springbok,Ah-mxd2Pyw8
1296529,59449,Fernando,"Studio 99",DMAzPkGdwx4
1335609,59449,Fernando,"Kai Warner Singers",H_jeIiL1WMo
1380298,59449,Fernando,"Mario Cavallero, son orchestre et ses chanteurs",Gszn_Bx3HtU
1574965,59449,Fernando,"Shaza Leigh",zjMzGzKAlvY
1694798,59449,Fernando,"Golden Quartet",cXiqq5fd6Ts
37803,59449,"L'enfant do","Stéphane & les enfants d'Asnières",yduqOQlKilw
50865,59449,Fernando,Sha-Na,cmrq6ncmlB0
59449,59449,Fernando,"Anni-Frid Lyngstad",_QKLMCssXzs
74818,59449,Fernando,"Ray Conniff",OxKGxoqcbGY
228042,59449,Fernando,Conquistador,hj4vjfMme6c
229704,59449,Fernando,"Siddhi J Sundt",dx433p0Znc8
240539,59449,Fernando,"The Botticelli Orchestra",GVEnhHOzffQ
257204,59449,Fernando,"Le grand orchestre de Paul Mauriat",XyS4FtDulDg
257450,59449,Fernando,Caravelli,Q3VnOAspEOk
297669,59449,Fernando,"Lasse Westmann & Vikingarna",YcD_GTKaE4w
315636,59449,Fernando,"Pink Martini & The von Trapps",LNsJJ0WiFL8
381558,59449,Fernando,"Peter Breiner and His Orchestra",a0ivgn0l-Qs
457727,59449,Fernando,"Richard Clayderman",Kidut_LpYS0
477462,59449,Fernando,Vikingarna,O-9yVplS_Cw
528670,59449,Fernando,"Sweet Little Band",iEUfk8MUkM4
733518,59449,Fernando,"Prague Silver Strings",pVtFZRa78u8
742680,59449,Fernando,"Fabulous Studio Artists",PgcUNOq0bD0
844384,59449,Fernando,"Babies & Kids",aLTR6URklVs
928137,59449,Fernando,"Andy Findon",tJp7bcW5eqQ
934328,59449,Fernando,"James Last",ViWYjm7uWQY
1052764,59449,Fernando,"Jean Le Fort",_2GYcWG-1mw
1067129,59449,Fernando,"Munich Symphonic Sound Orchestra",u9qFmghTDnA
1120360,59449,Fernando,"8 Bit Arcade",InyPgNdlWvE
1120437,59449,Fernando,"Twinkle Twinkle Little Rock Star",Ej-1uSKQlpM
1132915,59449,Fernando,"The Hit Co.",_eI_x3_SYdo
1137915,59449,Fernando,"Judson Mancebo",fh06nPnOrVg
1213713,59449,Fernando,"Kent Arnsbarger",DCnBKuZP_Mw
1437705,59449,Fernando,"Jean-Claude Borelly",sASfwYXalGQ
1581583,59449,Fernando,"Enzo Lupo",eCCw9rHXudw
300680,59449,Fernando,"Lea Laven",nBcvX5cJTqc
300687,59449,Fernando,Seija,1CAoxBf-Qo4
579051,59449,Fernando,Berit,xD3k7pV-Exc
620366,59449,Fernando,Piritta,rQ_9_fbVCYg
484160,59449,"Fernando (...und der Himmel war zum Greifen nah)","Julia Lindholm",QknjrU7iiTs
709741,59449,Fernando,"Claudia & Peggy und Die Les Humphries Singers",ZjwglAWQogs
716552,59449,"Fernando (...und der Himmel war zum Greifen nah)","Lena Andersson",02EQHMWLjBY
500647,59449,Fernando,ABBA,KYQthjncZxk
517792,59449,Fernando,Perla,oNZ0O0KBzh4
733515,59449,Fernando,"Věra Špinarová - Ivo Pavlík se svým orchestrem",KYgixtlfcpM
769154,59449,"Hum rahi","Salma & Sabina Agha",8XLg0fE7HL4
775299,59449,Fernando,Annamaria,97syEUyqJXE
1138396,59449,"Θα σ' αγαπώ για πάντα","Τέρης Χρυσός",WT3myqldy0c
1614989,59449,Fernando,"Lex's Trio",aMY2ti58mXQ
64624,64624,"Eu sei que vou te amar","Lenita Bruno e orquestra",gGaFHkjzTNQ
64662,64624,"Eu sei que vou te amar","Cris Delanno",uUAmCC4r_68
93726,64624,"Eu sei que vou te amar","Lily Alunan",k6fP0gGhqW4
119279,64624,"Eu sei que vou te amar","Daniel Barenboim, Milton Nascimento",GlH9NM6azo0
119280,64624,"Eu sei que vou te amar","Simone - Participação Especial: Tom Jobim",O-u1MO4f1Ec
1723223,64624,"Eu sei que vou te amar","Radegundis Feitosa & Camerata Brasílica",Esrc14PmMU0
1766937,64624,"Eu sei que vou te amar","Irene Farrera",WSnmkfidrZE
149124,64624,"Tu sais je vais t'aimer","Henri Salvador avec Gilberto Gil",hGChWRFpvdo
273954,64624,"Tu sais je vais t'aimer","Diana Panton",64Ethk3aj-E
493840,64624,"Tu sais je vais t'aimer","Mademoizelle Fizz",COzIDJUOqKU
914052,64624,"Tu sais je vais t'aimer","Maria Teresa & Moustaki Quartet",1NJNev275nM
784910,64624,"Io so che te amero'","Musica Nuda",lKoZfguviW8
784911,64624,"Io so che ti amerò","Ornella Vanoni e Vinicius de Moraes",CQnbuV3gDy0
784912,64624,"Io so che ti amero'","Patrizia Laquidara",8ecgA6XGCKA
945906,64624,"Io so che ti amerò","Francesca Leone & Guido Di Leone",W7NvLy06sys
1062134,64624,"Io so che ti amero'","Ornella Vanoni con Jovanotti",4RRorv2AuwU
821144,64624,"It's You I'll Always Love","Gloria Estefan",P_6ERf1rrgk
821145,64624,"It's You I'll Always Love","Mario Biondi",PlkDuJAxiXs
866814,64624,"Yo sé te voy a amar","Gloria Estefan",NWD7oA841wY
1151824,64624,"Se que te amaré",Rosario,mzUdK8EQ3OY
270710,64624,"Eu sei que vou te amar","Silvia Telles",Np-biKmY8w8
284082,64624,"Eu sei que vou te amar","Gloria Estefan",Cv1_nCTo1fw
308377,64624,"Eu sei que vou te amar","Peter Sprague - Coral MacFarland Thuet",Y91u2OqWDC8
312164,64624,"Eu sei que vou te amar","Rosa Passos & Ron Carter",ZgGUdiBjqbA
416343,64624,"Eu sei que vou te amar","Vanessa da Mata",E5c0qwX6lOo
416423,64624,"Eu sei que vou te amar","Maria Creuza - Toquinho / Vinicius",O7W_7cJgUZo
419224,64624,"Eu sei que vou te amar","Stéphane Spira",R5UKzT0HAvQ
439250,64624,"Eu sei que vou te amar","Vinicius con Maria Creuza y Toquinho",10bntxy4848
479396,64624,"Eu sei que vou te amar","Paulinho Moska",sLqN89UoTak
562417,64624,"Eusei que vou te amar","Vincent Herring",aT2RBRmJbes
587797,64624,"Eu sei que vou te amar","Brazilian Tropical Orchestra",D2vvhAdfV38
707468,64624,"Eu sei que vou te amar","David Sánchez",vI0c5QgvEuA
742418,64624,"Eu sei que vou te amar","Joan Chamorro & Èlia Bastida",cV_LiYIb6rA
750129,64624,"Eu sei que vou te amar","Luiz Arruda Paes, seu côro e sua orquestra",7NDKBtxtbKM
751571,64624,"Eu sei que vou te amar","Barbara Casini",Z4HPq5NXtw8
756603,64624,"Eu sei que vou te amar",Clémentine,r8XEjTvtM9k
757603,64624,"Eu sei que vou te amar","Chitãozinho & Xororó",7uPtTxsJewg
